grouped_job_id,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,n_codes,requested_outer_folds,realized_outer_folds,outer_test_n_min,outer_test_n_max,outer_training_n_min,outer_test_codes_min,outer_training_codes_min,outer_test_positive_min,outer_test_negative_min,outer_training_positive_min,outer_training_negative_min,single_class_outer_test_folds,any_single_class_outer_test_fold,inner_folds_realized_min,inner_folds_realized_max,inner_validation_n_min,inner_training_n_min,inner_validation_codes_min,inner_training_codes_min,inner_validation_positive_min,inner_validation_negative_min,inner_training_positive_min,inner_training_negative_min,single_class_inner_validation_folds,any_single_class_inner_validation_fold,any_single_class_inner_training_fold,grouped_fold_adequacy_flag,grouped_fold_adequacy_reasons,adequacy_flag_definition,metric_construction
800,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,446,,,26,5,5,25,159,287,5,20,,,,,,,5,5,21,147,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
801,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,437,,,26,5,5,59,169,268,5,20,,,,,,,5,5,21,140,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
802,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Stromal Fraction,Thorsson2018_PanImmune_MS,419,,,25,5,5,37,191,228,5,20,,,,,,,5,5,18,132,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
803,continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Fraction Altered,Thorsson2018_PanImmune_MS,65,,,4,5,4,9,24,41,1,3,,,,,,,3,3,9,23,1,2,,,,,,,,sparse grouped folds,fewer_than_five_outer_folds;outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
804,continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Proliferation,Thorsson2018_PanImmune_MS,65,,,4,5,4,9,24,41,1,3,,,,,,,3,3,9,23,1,2,,,,,,,,sparse grouped folds,fewer_than_five_outer_folds;outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
805,continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Th2 Cells,Thorsson2018_PanImmune_MS,65,,,4,5,4,9,24,41,1,3,,,,,,,3,3,9,23,1,2,,,,,,,,sparse grouped folds,fewer_than_five_outer_folds;outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
806,continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Wound Healing,Thorsson2018_PanImmune_MS,65,,,4,5,4,9,24,41,1,3,,,,,,,3,3,9,23,1,2,,,,,,,,sparse grouped folds,fewer_than_five_outer_folds;outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
807,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,CTA Score,Thorsson2018_PanImmune_MS,487,,,17,5,5,10,205,282,3,13,,,,,,,5,5,3,112,2,10,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
808,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,IFN-gamma Response,Thorsson2018_PanImmune_MS,489,,,17,5,5,25,216,273,3,13,,,,,,,5,5,2,149,2,10,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
809,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,490,,,17,5,5,12,303,187,3,13,,,,,,,5,5,3,109,2,10,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
810,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,489,,,17,5,5,15,162,327,3,13,,,,,,,5,5,5,144,2,10,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
811,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Macrophage Regulation,Thorsson2018_PanImmune_MS,489,,,17,5,5,25,187,302,3,13,,,,,,,5,5,5,127,2,10,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
812,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Proliferation,Thorsson2018_PanImmune_MS,489,,,17,5,5,44,184,305,3,13,,,,,,,5,5,13,191,2,10,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
813,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,TCR Shannon,Thorsson2018_PanImmune_MS,477,,,17,5,5,11,239,238,3,13,,,,,,,5,5,4,128,2,10,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
814,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,TGF-beta Response,Thorsson2018_PanImmune_MS,489,,,17,5,5,52,241,248,3,13,,,,,,,5,5,3,166,2,10,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
815,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Th1 Cells,Thorsson2018_PanImmune_MS,489,,,17,5,5,12,196,293,3,13,,,,,,,5,5,3,158,2,10,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
816,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Wound Healing,Thorsson2018_PanImmune_MS,489,,,17,5,5,7,245,244,3,13,,,,,,,5,5,4,143,2,10,,,,,,,,sparse grouped folds,outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
817,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,264,,,31,5,5,35,99,165,6,24,,,,,,,5,5,20,118,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
818,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Leukocyte Fraction,Thorsson2018_PanImmune_MS,268,,,31,5,5,35,82,186,6,24,,,,,,,5,5,12,126,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
819,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,261,,,31,5,5,28,82,179,6,24,,,,,,,5,5,12,134,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
820,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Macrophage Regulation,Thorsson2018_PanImmune_MS,261,,,31,5,5,37,91,170,6,24,,,,,,,5,5,16,87,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
821,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Macrophages M1,Thorsson2018_PanImmune_MS,261,,,31,5,5,22,72,189,6,24,,,,,,,5,5,20,133,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
822,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Macrophages M2,Thorsson2018_PanImmune_MS,261,,,31,5,5,36,71,190,6,24,,,,,,,5,5,12,134,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
823,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Proliferation,Thorsson2018_PanImmune_MS,261,,,31,5,5,34,97,164,6,24,,,,,,,5,5,17,123,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
824,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Stromal Fraction,Thorsson2018_PanImmune_MS,254,,,31,5,5,42,58,196,6,24,,,,,,,5,5,15,133,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
825,continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Th2 Cells,Thorsson2018_PanImmune_MS,261,,,31,5,5,29,72,189,6,24,,,,,,,5,5,7,117,4,19,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
826,continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Leukocyte Fraction,Thorsson2018_PanImmune_MS,488,,,25,5,5,40,189,299,5,20,,,,,,,5,5,19,183,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
827,continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,488,,,25,5,5,43,147,341,5,20,,,,,,,5,5,12,152,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
828,continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Macrophage Regulation,Thorsson2018_PanImmune_MS,488,,,25,5,5,56,149,339,5,20,,,,,,,5,5,19,221,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
829,continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Proliferation,Thorsson2018_PanImmune_MS,488,,,25,5,5,44,123,365,5,20,,,,,,,5,5,4,199,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
830,continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,TGF-beta Response,Thorsson2018_PanImmune_MS,488,,,25,5,5,42,147,341,5,20,,,,,,,5,5,25,220,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
831,continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Wound Healing,Thorsson2018_PanImmune_MS,488,,,25,5,5,44,225,263,5,20,,,,,,,5,5,25,171,4,16,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
832,continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,346,,,32,5,5,12,182,164,6,25,,,,,,,5,5,14,93,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
833,continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,359,,,32,5,5,25,169,190,6,25,,,,,,,5,5,6,77,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
834,continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,348,,,32,5,5,14,220,128,6,25,,,,,,,5,5,13,89,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
835,continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Macrophage Regulation,Thorsson2018_PanImmune_MS,348,,,32,5,5,22,208,140,6,25,,,,,,,5,5,11,89,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
836,continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Proliferation,Thorsson2018_PanImmune_MS,348,,,32,5,5,14,207,141,6,25,,,,,,,5,5,6,86,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
837,continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Stromal Fraction,Thorsson2018_PanImmune_MS,344,,,32,5,5,16,179,165,6,25,,,,,,,5,5,10,112,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
838,continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,TGF-beta Response,Thorsson2018_PanImmune_MS,348,,,32,5,5,19,189,159,6,25,,,,,,,5,5,11,110,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
839,continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Th17 Cells,Thorsson2018_PanImmune_MS,348,,,32,5,5,34,159,189,6,25,,,,,,,5,5,10,123,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
840,continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Th2 Cells,Thorsson2018_PanImmune_MS,348,,,32,5,5,32,154,194,6,25,,,,,,,5,5,13,129,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
841,continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Wound Healing,Thorsson2018_PanImmune_MS,348,,,32,5,5,11,200,148,6,25,,,,,,,5,5,9,105,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
842,continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Aneuploidy Score,Thorsson2018_PanImmune_MS,449,,,33,5,5,73,122,327,6,26,,,,,,,5,5,15,210,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
843,continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Fraction Altered,Thorsson2018_PanImmune_MS,459,,,33,5,5,33,196,263,6,26,,,,,,,5,5,31,182,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
844,continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,449,,,33,5,5,22,140,309,6,26,,,,,,,5,5,32,186,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
845,continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,IFN-gamma Response,Thorsson2018_PanImmune_MS,410,,,33,5,5,38,155,255,6,26,,,,,,,5,5,31,153,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
846,continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Leukocyte Fraction,Thorsson2018_PanImmune_MS,460,,,33,5,5,52,155,305,6,26,,,,,,,5,5,19,193,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
847,continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,410,,,33,5,5,52,163,247,6,26,,,,,,,5,5,20,174,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
848,continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Macrophage Regulation,Thorsson2018_PanImmune_MS,410,,,33,5,5,42,113,297,6,26,,,,,,,5,5,29,175,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
849,continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,460,,,33,5,5,34,194,266,6,26,,,,,,,5,5,23,182,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
850,continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Number of Segments,Thorsson2018_PanImmune_MS,459,,,33,5,5,67,122,337,6,26,,,,,,,5,5,18,213,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
851,continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Proliferation,Thorsson2018_PanImmune_MS,410,,,33,5,5,42,123,287,6,26,,,,,,,5,5,20,159,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
852,continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,SNV Neoantigens,Thorsson2018_PanImmune_MS,450,,,33,5,5,35,196,254,6,26,,,,,,,5,5,25,184,5,20,,,,,,,,no audit trigger,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics."
