outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,supported_by_n,primary_consensus_class,grouped_evaluable_representations,primary_crossings_evaluable,primary_crossings_retained,grouped_crossings_n,complete_primary_retention,any_primary_retention,median_grouped_minus_matched_effect,sample_size_maturity,tss_retention_class,internal_robustness_class,grouped_job_id,n_codes,requested_outer_folds,realized_outer_folds,outer_test_n_min,outer_test_n_max,outer_training_n_min,outer_test_codes_min,outer_training_codes_min,outer_test_positive_min,outer_test_negative_min,outer_training_positive_min,outer_training_negative_min,single_class_outer_test_folds,any_single_class_outer_test_fold,inner_folds_realized_min,inner_folds_realized_max,inner_validation_n_min,inner_training_n_min,inner_validation_codes_min,inner_training_codes_min,inner_validation_positive_min,inner_validation_negative_min,inner_training_positive_min,inner_training_negative_min,single_class_inner_validation_folds,any_single_class_inner_validation_fold,grouped_fold_adequacy_flag,any_single_class_inner_training_fold,grouped_fold_adequacy_reasons,adequacy_flag_definition,metric_construction,deprecated_r1_r4_uses_flagged_grouped_result
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,373,,,3,all three,3,3,3,3,TRUE,TRUE,0.0228147553639013,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",772,33,5,5,38,151,222,6,26,,,,,,,5,5,10,159,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Macrophage Regulation,Thorsson2018_PanImmune_MS,373,,,3,all three,3,3,3,3,TRUE,TRUE,-0.0238206800467879,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",773,33,5,5,45,103,270,6,26,,,,,,,5,5,26,191,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Proliferation,Thorsson2018_PanImmune_MS,373,,,1,representation specific,3,1,1,1,TRUE,TRUE,-0.0762936565282176,TRUE,complete retention,R3: mature with partial or single-representation retention,774,33,5,5,43,124,249,6,26,,,,,,,5,5,27,162,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Stromal Fraction,Thorsson2018_PanImmune_MS,376,,,3,all three,3,3,3,3,TRUE,TRUE,-0.0611012503146915,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",775,33,5,5,37,122,254,6,26,,,,,,,5,5,19,147,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,TGF-beta Response,Thorsson2018_PanImmune_MS,373,,,3,all three,3,3,3,3,TRUE,TRUE,-0.00252989180127439,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",776,33,5,5,26,136,237,6,26,,,,,,,5,5,16,149,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,TIL Regional Fraction,Thorsson2018_PanImmune_MS,297,,,3,all three,3,3,3,3,TRUE,TRUE,-0.0482373394182637,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",777,31,5,5,22,130,167,6,24,,,,,,,5,5,11,122,4,19,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Th1 Cells,Thorsson2018_PanImmune_MS,373,,,3,all three,3,3,3,3,TRUE,TRUE,-0.0607746830907774,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",778,33,5,5,54,95,278,6,26,,,,,,,5,5,17,187,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Th2 Cells,Thorsson2018_PanImmune_MS,373,,,1,representation specific,3,1,0,0,FALSE,FALSE,-0.0264001472283999,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,779,33,5,5,35,117,256,6,26,,,,,,,5,5,14,160,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Wound Healing,Thorsson2018_PanImmune_MS,373,,,3,all three,3,3,2,2,FALSE,TRUE,-0.00799591291046264,TRUE,partial retention,R3: mature with partial or single-representation retention,780,33,5,5,37,98,275,6,26,,,,,,,5,5,15,157,5,20,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,267,,,1,representation specific,3,1,0,0,FALSE,FALSE,-0.1062845470985,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,781,28,5,5,26,88,179,5,22,,,,,,,5,5,7,98,4,17,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,262,,,1,representation specific,3,1,1,1,TRUE,TRUE,-0.0324587161449914,TRUE,complete retention,R3: mature with partial or single-representation retention,782,28,5,5,24,85,177,5,22,,,,,,,5,5,10,87,4,17,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Macrophage Regulation,Thorsson2018_PanImmune_MS,262,,,1,representation specific,3,1,1,1,TRUE,TRUE,0.0647648223951727,TRUE,complete retention,R3: mature with partial or single-representation retention,783,28,5,5,15,124,138,5,22,,,,,,,5,5,7,86,4,17,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,TIL Regional Fraction,Thorsson2018_PanImmune_MS,228,,,3,all three,3,3,3,3,TRUE,TRUE,-0.0778633604307715,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",784,26,5,5,14,70,158,5,20,,,,,,,5,5,7,76,4,16,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Aneuploidy Score,Thorsson2018_PanImmune_MS,407,,,3,all three,3,3,3,3,TRUE,TRUE,0.00637625814463982,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",785,24,5,5,22,183,224,4,19,,,,,,,5,5,21,116,3,15,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,408,,,1,representation specific,3,1,0,0,FALSE,FALSE,-0.0375079026868425,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,786,24,5,5,26,209,199,4,19,,,,,,,5,5,5,114,3,15,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Leukocyte Fraction,Thorsson2018_PanImmune_MS,418,,,2,exactly two,3,2,2,2,TRUE,TRUE,-0.0919264877551418,TRUE,complete retention,"R2: multi-representation, mature, complete grouped retention",787,24,5,5,44,163,255,4,19,,,,,,,5,5,5,137,3,15,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,416,,,3,all three,3,3,1,1,FALSE,TRUE,-0.132337658084395,TRUE,partial retention,R3: mature with partial or single-representation retention,788,24,5,5,39,233,183,4,19,,,,,,,5,5,12,107,3,15,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Macrophage Regulation,Thorsson2018_PanImmune_MS,416,,,3,all three,3,3,0,0,FALSE,FALSE,-0.128062182365105,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,789,24,5,5,25,208,208,4,19,,,,,,,5,5,8,135,3,15,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,345,,,1,representation specific,3,1,0,0,FALSE,FALSE,-0.110943798760736,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,790,24,5,5,22,163,182,4,19,,,,,,,5,5,8,109,3,15,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,SNV Neoantigens,Thorsson2018_PanImmune_MS,350,,,3,all three,3,3,0,0,FALSE,FALSE,-0.151212875357869,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,791,24,5,5,37,122,228,4,19,,,,,,,5,5,7,156,3,15,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Silent Mutation Rate,Thorsson2018_PanImmune_MS,345,,,1,representation specific,3,1,0,0,FALSE,FALSE,-0.0519177985299122,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,792,24,5,5,20,110,235,4,19,,,,,,,5,5,11,121,3,15,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,TIL Regional Fraction,Thorsson2018_PanImmune_MS,413,,,3,all three,3,3,1,1,FALSE,TRUE,-0.391634240563831,TRUE,partial retention,R3: mature with partial or single-representation retention,793,20,5,5,48,162,251,4,16,,,,,,,5,5,5,158,3,12,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,ESCA,Th17 Cells,Thorsson2018_PanImmune_MS,143,,,1,representation specific,3,1,0,0,FALSE,FALSE,0.0579519364465836,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,794,18,5,5,5,75,68,3,14,,,,,,,5,5,3,46,2,11,,,,,,,sparse grouped folds,,outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
continuous,thorsson,immune_inflammatory_and_genomic_context,GBM,Leukocyte Fraction,Thorsson2018_PanImmune_MS,243,,,1,representation specific,3,1,1,1,TRUE,TRUE,-0.133905931659348,TRUE,complete retention,R3: mature with partial or single-representation retention,795,15,5,5,8,93,150,3,12,,,,,,,5,5,4,79,2,9,,,,,,,sparse grouped folds,,outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
continuous,thorsson,immune_inflammatory_and_genomic_context,GBM,Macrophage Regulation,Thorsson2018_PanImmune_MS,96,,,1,representation specific,3,1,1,1,TRUE,TRUE,-0.104563177196965,FALSE,complete retention,R4: limited or cohort-structure-sensitive internal evidence,796,10,5,5,6,51,45,2,8,,,,,,,5,5,1,30,1,6,,,,,,,sparse grouped folds,,outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
continuous,thorsson,immune_inflammatory_and_genomic_context,GBM,Stromal Fraction,Thorsson2018_PanImmune_MS,229,,,1,representation specific,3,1,1,1,TRUE,TRUE,-0.022635528924151,TRUE,complete retention,R3: mature with partial or single-representation retention,797,16,5,5,9,113,116,3,12,,,,,,,5,5,4,54,2,9,,,,,,,sparse grouped folds,,outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
continuous,thorsson,immune_inflammatory_and_genomic_context,GBM,TGF-beta Response,Thorsson2018_PanImmune_MS,96,,,1,representation specific,3,1,1,1,TRUE,TRUE,-0.0415809427985084,FALSE,complete retention,R4: limited or cohort-structure-sensitive internal evidence,798,10,5,5,7,51,45,2,8,,,,,,,5,5,1,28,1,6,,,,,,,sparse grouped folds,,outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,IFN-gamma Response,Thorsson2018_PanImmune_MS,437,,,3,all three,3,3,2,2,FALSE,TRUE,-0.0424234592294183,TRUE,partial retention,R3: mature with partial or single-representation retention,799,26,5,5,27,146,291,5,20,,,,,,,5,5,17,164,4,16,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,446,,,1,representation specific,3,1,1,1,TRUE,TRUE,-0.0818146818468308,TRUE,complete retention,R3: mature with partial or single-representation retention,800,26,5,5,25,159,287,5,20,,,,,,,5,5,21,147,4,16,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,437,,,1,representation specific,3,1,1,1,TRUE,TRUE,-0.0115797911081869,TRUE,complete retention,R3: mature with partial or single-representation retention,801,26,5,5,59,169,268,5,20,,,,,,,5,5,21,140,4,16,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Stromal Fraction,Thorsson2018_PanImmune_MS,419,,,1,representation specific,3,1,1,1,TRUE,TRUE,-0.112211160747621,TRUE,complete retention,R3: mature with partial or single-representation retention,802,25,5,5,37,191,228,5,20,,,,,,,5,5,18,132,4,16,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Fraction Altered,Thorsson2018_PanImmune_MS,65,,,2,exactly two,3,2,1,1,FALSE,TRUE,-0.179138787714949,FALSE,partial retention,R4: limited or cohort-structure-sensitive internal evidence,803,4,5,4,9,24,41,1,3,,,,,,,3,3,9,23,1,2,,,,,,,sparse grouped folds,,fewer_than_five_outer_folds;outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Proliferation,Thorsson2018_PanImmune_MS,65,,,3,all three,3,3,2,2,FALSE,TRUE,-0.000434850236066042,FALSE,partial retention,R4: limited or cohort-structure-sensitive internal evidence,804,4,5,4,9,24,41,1,3,,,,,,,3,3,9,23,1,2,,,,,,,sparse grouped folds,,fewer_than_five_outer_folds;outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Th2 Cells,Thorsson2018_PanImmune_MS,65,,,1,representation specific,3,1,1,1,TRUE,TRUE,0.0245092034661726,FALSE,complete retention,R4: limited or cohort-structure-sensitive internal evidence,805,4,5,4,9,24,41,1,3,,,,,,,3,3,9,23,1,2,,,,,,,sparse grouped folds,,fewer_than_five_outer_folds;outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Wound Healing,Thorsson2018_PanImmune_MS,65,,,2,exactly two,3,2,1,1,FALSE,TRUE,0.0653015576389034,FALSE,partial retention,R4: limited or cohort-structure-sensitive internal evidence,806,4,5,4,9,24,41,1,3,,,,,,,3,3,9,23,1,2,,,,,,,sparse grouped folds,,fewer_than_five_outer_folds;outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,CTA Score,Thorsson2018_PanImmune_MS,487,,,2,exactly two,3,2,1,1,FALSE,TRUE,-0.0688539133798266,TRUE,partial retention,R3: mature with partial or single-representation retention,807,17,5,5,10,205,282,3,13,,,,,,,5,5,3,112,2,10,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,IFN-gamma Response,Thorsson2018_PanImmune_MS,489,,,1,representation specific,3,1,1,1,TRUE,TRUE,0.0107566088917946,TRUE,complete retention,R3: mature with partial or single-representation retention,808,17,5,5,25,216,273,3,13,,,,,,,5,5,2,149,2,10,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,490,,,3,all three,3,3,1,1,FALSE,TRUE,-0.0608769291795453,TRUE,partial retention,R3: mature with partial or single-representation retention,809,17,5,5,12,303,187,3,13,,,,,,,5,5,3,109,2,10,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,489,,,3,all three,3,3,1,1,FALSE,TRUE,-0.10329488317821,TRUE,partial retention,R3: mature with partial or single-representation retention,810,17,5,5,15,162,327,3,13,,,,,,,5,5,5,144,2,10,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Macrophage Regulation,Thorsson2018_PanImmune_MS,489,,,2,exactly two,3,2,1,1,FALSE,TRUE,-0.0932748983076718,TRUE,partial retention,R3: mature with partial or single-representation retention,811,17,5,5,25,187,302,3,13,,,,,,,5,5,5,127,2,10,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Proliferation,Thorsson2018_PanImmune_MS,489,,,3,all three,3,3,2,2,FALSE,TRUE,-0.0519886729568543,TRUE,partial retention,R3: mature with partial or single-representation retention,812,17,5,5,44,184,305,3,13,,,,,,,5,5,13,191,2,10,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
